0.234523
-0.478913,-0.000001,-0.000000,5.000000
-0.478914,-0.000000,1.172616,3.527939
-0.478914,0.000000,2.000000,-0.000000
-0.478914,2.007358,2.000000,-0.000000
-0.138107,2.958963,2.000000,0.000000
0.478914,0.000000,2.000000,0.000000
0.478914,0.000000,2.000000,0.000000
0.478914,0.000000,2.000000,0.000000
0.478914,0.000000,2.000000,0.000000
0.478914,0.000000,2.000000,0.000000
0.478914,0.000000,2.000000,0.000000
0.478914,0.000000,2.000000,0.000000
0.478914,0.000000,2.000000,0.000000
0.478914,0.000000,2.000000,0.000000
0.478914,-0.000000,2.000000,-1.917612
0.478914,-0.317006,1.550275,-5.000000
0.406595,-3.492954,0.377659,-5.000000
-0.478914,-0.000000,-0.794957,-5.000000
-0.478914,-0.000000,-1.967573,-0.138267
-0.478914,0.000000,-2.000000,0.000000
-0.478914,0.000000,-2.000000,0.000000
-0.478914,0.000000,-2.000000,0.000000
-0.478914,0.000000,-2.000000,0.000000
-0.478914,0.000000,-2.000000,0.000000
-0.478914,0.000000,-2.000000,0.000000
-0.478914,0.000000,-2.000000,0.000000
-0.478914,0.000000,-2.000000,0.000000
-0.478914,0.074123,-2.000000,-0.000000
-0.467791,4.982202,-2.000000,-0.000000
0.418377,-3.112166,-2.000000,0.000000
-0.385188,3.926691,-2.000000,-0.000000
0.360675,-2.510679,-2.000000,0.000000
-0.285844,3.890622,-2.000000,-0.000000
0.478913,0.000000,-2.000000,3.527939
0.478913,-0.000003,-1.172616,5.000000
0.478913,0.000000,0.000000,0.000000
